fen,best
kr1r4/R1Q1Rp1p/6p1/8/8/q6P/5PP1/6K1 b - - 0 27,a3a7
r1bq1rk1/ppp1p1bB/3p1n2/6NQ/3P4/4P1B1/PPP2PP1/RN2K3 b Q - 0 13,f6h7
8/5p1Q/4p3/8/3P1q1k/8/4K1P1/8 b - - 18 59,h4g3
rn2k2r/1b1p1p2/pp1qp3/2pP2pp/P1B1P1n1/2N5/1PPQNPPP/R4RK1 w kq - 0 13,d2g5
8/p1P5/4R3/6k1/3PP3/6pp/P1r3b1/4R1K1 w - - 2 50,e6e8
r1b2rk1/ppN2pbp/6p1/4q1B1/4P1n1/3B1Q2/PPP3PP/R4RK1 w - - 1 14,c7a8
rn2k2r/1b3pp1/p3p2p/4N1q1/1b1P4/2N5/BP3PPP/R2Q1RK1 w kq - 2 15,d1b3
r1bq1r1k/pp2b1pR/1n1pB3/2nPp1P1/4P3/2N1B3/PP3P2/R2QK1N1 b Q - 0 15,h8h7
4r3/2k5/1pp5/p7/P1K5/1PPN4/5N2/8 w - - 11 51,f2g4
r1bq1bnr/pppp1Qpp/2nk4/4p3/2B1P3/2N5/PPPP1PPP/R1B1K2R b KQ - 7 7,d8e7
6r1/4n3/2Bk4/2qP1p2/1p2p2Q/8/PPP4P/1K1RR1r1 b - - 6 36,g1e1
rnb1k2r/pp3pb1/3pP1p1/2q5/2p1n3/5N2/PPP1B1PP/RNBQ1RK1 w kq - 1 12,g1h1
7r/pp2p1k1/2p2b2/q2p1Qp1/3P4/4P3/PPP1NP2/2K4R w - - 3 21,h1h8
r1b1k1nr/1pp1nBpp/1b6/pP2N1q1/P3P3/2P5/5PPP/RN1QK2R b KQkq - 0 12,e8f8
rn1r2k1/2q2ppp/pp6/3Q4/P2N4/7P/1PP2PPb/R1B1R2K b - - 2 17,d8d5
r1b2rk1/p2nq1p1/2pb1pN1/2ppp2Q/3P4/2P1P1B1/PP3PPP/R3K2R b KQ - 3 15,e7f7
r1bq3r/pp1nk2p/2n1p3/2bp2Q1/7N/2NB4/PPP2PPP/R4RK1 b - - 0 13,e7d6
2krr3/pp4p1/1n1Pbp1p/2R5/2p2B1P/P4P2/1P4P1/2KR1B2 b - - 0 24,c8d7
5rk1/ppR2bp1/3B3p/3p4/3P2PK/Pr5P/5R2/8 w - - 0 30,d6f8
rnbqkbnr/ppp1p2p/3p1p2/6p1/3PP3/P7/1PPN1PPP/R1BQKBNR b KQkq - 0 4,b8d7
rb3rk1/1pqn1ppp/p1b1p3/2P1N3/3P4/4B3/PPQ1BPPP/R4RK1 w - - 3 18,e5c6
r4rk1/pp1bbpp1/4p2p/q2B2N1/3P3P/6B1/PP3PP1/RQ3K1R b - - 0 18,a5d5
r6k/4qB1Q/p2p1n2/2pP2N1/Np6/1Pb2P2/P7/3K3R b - - 0 26,f6h7
4r2k/ppb5/4rp1p/3p3q/3P4/2PQN1RP/PPB3P1/7K b - - 2 29,c7g3
r1b1r1k1/p1p2pbp/2pp2p1/8/2BBPPnq/2NQ4/PPP3PP/R4RK1 w - - 4 13,d4g7
5nk1/7p/1p2p1pB/4P3/Q2P4/q6P/6P1/5RK1 b - - 0 29,a3a4
r1b2rk1/ppn4p/2pp2p1/4b2n/1PP1P2q/2NPB3/P2QNPB1/1R3RK1 w - - 0 17,e3g5
3r3r/2p1kp2/4p3/1BP4p/3P1bnq/5QN1/PP3P1P/R5RK w - - 1 26,f3f4
r2q1rk1/pp3pp1/4p3/b2pPnN1/3n1P1P/P1NQB3/1P6/R4RK1 b - - 1 17,f5e3
r2q1r1k/ppp3p1/2n2pQR/8/2BP4/4PbP1/P4PP1/R3K3 b Q - 0 17,g7h6
r5k1/p3rpp1/1pp4p/q3N3/3P4/PQ2P1P1/4nPP1/R1R4K w - - 1 24,e5c6
5Nk1/1Q4p1/1p5p/3p1p1P/2PP4/5PPK/8/3q4 w - - 1 45,f8e6
r1b1k2r/pp1p1ppp/1qnBp3/8/1b2n3/1NN5/PPP2PPP/R2QKB1R w KQkq - 0 9,d6b4
2r2k2/1p1nq1bQ/p3ppBB/3pP3/1n1P1P1P/1P6/P5P1/5RK1 b - - 3 35,g7h6
r3k3/p1q1bpp1/2p1pn2/2Pp3r/P2Q2p1/2N1P2P/5PP1/R1B2RK1 w q - 0 18,h3g4
1k6/4b3/1P2Rpr1/N2p1n2/3P1P2/7p/5B2/7K b - - 0 42,e7d6
1r1r2k1/1bq2ppp/2pb4/p1ppp3/2P2PQ1/1P1PPN2/PB4PP/2R2RK1 b - - 1 16,e5f4
r4rk1/1b2qppp/2n1p3/p2p4/1p1P4/P1PQ1RB1/2B2PPP/R5K1 b - - 3 19,b7a6
4r3/pp3pkp/2p3p1/4p1q1/2B1Pn2/4QP2/PPP2Rb1/3N2K1 w - - 0 22,f2g2
r1b2k1r/2b1nppp/p1p1p3/8/2N2B2/5N2/PPP2PPP/R2R2K1 b - - 8 14,c7f4
r3k2r/pp1qpp2/3p4/2pN1R1p/2B3nQ/2PP4/PP4PP/R6K b kq - 0 18,d7f5
3Q3k/p4rpp/1p6/2p5/8/1P5P/6PK/bq6 b - - 1 37,f7f8
1r1qr2k/p1p4P/2p1bbQ1/3p4/8/2P1P1R1/PP3PP1/2KR4 b - - 3 24,f6h4
8/7k/4Q2p/1p4p1/6PK/P4q2/7P/8 w - - 0 44,h4h5
r1bq1k1r/bpppnp2/p3pNpB/4P2p/7P/3B4/PPPQ1PP1/2KR3R b - - 6 14,h8h6
r4rk1/5ppp/p1pqb3/np4N1/P2PQ3/6P1/1P3PBP/R1R3K1 b - - 2 19,e6d5
7k/R4pp1/3q1b1p/1p6/4p1Q1/2PrB2P/1P3PP1/6K1 w - - 8 41,g4f5
5rk1/1b3pbp/p3p1p1/3qNn2/P1pP2N1/2P5/5PPP/1R1QR1K1 w - - 2 26,a4a5
8/1R5p/2p2bpk/2P5/3PKP2/PQ3P2/8/6q1 w - - 6 48,f4f5
3R1bk1/p4p1q/1p2B1pB/8/4r1P1/P3Q2P/2P5/6K1 b - - 0 38,e4e3
r1bq1rk1/4bppp/1pn1p3/p3P3/3P4/P2QBN2/5PPP/RB3RK1 b - - 0 15,c8a6
8/4B2K/8/5pk1/Bp2n3/7P/P2b4/8 b - - 3 40,g5h5
r2qk2r/1ppb1ppp/p1n2b2/3Q4/2B5/4B3/PPP2PPP/R3K1NR b KQkq - 1 11,f6b2
r1bq1rk1/1pp3p1/2np3p/p1b1p1N1/P1N5/2PQB3/1P2BPPP/R3R1K1 b - - 0 14,c5e3
r1b2rk1/1pp1qppp/1nn1p3/4P3/pb1P1P2/2NQB3/PPB1N1PP/R4RK1 b - - 1 14,c8d7
r4rk1/ppq2pp1/2nb1n1p/3N2N1/3P2b1/1B1Q4/PPP3PP/R1B2RK1 b - - 0 14,f6d5
4r1k1/p6p/1p4pQ/5p2/3P4/B1P3K1/PP2q2P/5R2 w - - 0 29,f1f2
8/5pkp/4p1pb/1p1qP3/5P2/3p4/r2Q2PP/1R1R3K w - - 2 35,d2d3
8/4Q3/8/2kr1p2/2p5/6P1/3r1PK1/8 b - - 9 60,c5d4
r4rk1/2p3pp/p2bp2q/2n2p2/1N6/P2BPb2/1BQ2PPP/R4RK1 w - - 0 18,g2f3
r7/2q1b1rk/p1p1Q3/Pp2pN2/8/2P1P3/1P4PP/3R2K1 b - - 2 31,a8g8
4kb1r/3rqppp/ppQ5/4p3/8/BP5P/P4PP1/3R1RK1 b k - 3 20,e7f6
Rr2Q2k/7p/4Nbp1/3Pnp2/4p3/4B2P/5PPK/1q6 b - - 18 35,b8e8
3k4/1p6/p2Q4/3p1p2/8/3B1nP1/PPP2q2/7K b - - 0 29,d8c8
r2q3r/1p2kp2/p2p1R2/2pPp3/4P1R1/2N1QP2/PPP2P2/2K5 b - - 0 19,e7f6
3r1b1r/3k1p2/1p1p3q/pP1Pp2p/Pp2N1p1/3BP3/1PQ2PPP/2R3K1 b - - 2 25,f8e7
rn1qkb1r/pp2pppp/2p2n2/4N3/2B3b1/2NP4/PPPB1PPP/R2QK2R b KQkq - 5 8,g4d1
8/8/8/p5kp/P2P1p2/2p2PbK/2Qr4/8 w - - 3 49,c2c3
8/8/8/6Nk/2P4P/5R1K/8/4q3 w - - 13 59,f3g3
5r1k/6p1/1p5p/1P6/1PP5/4p1P1/3r1qBP/Q1R3NK w - - 1 32,c1f1
2r2k2/1p1b1p1Q/pq2p3/3pbnN1/8/P1N5/KP6/7R b - - 3 31,e5c3
8/8/1K3p1p/p3p1b1/1kP5/1Pr5/R1B5/8 b - - 2 57,h6h5
r1bq1rk1/pppp1ppp/5b2/4n3/4Q3/2NB4/PPP2PPP/R1B1K2R b KQ - 5 11,d7d5
2rq3r/5Q2/1pn3Pk/p7/P2n3P/3Pp1P1/1P6/1R3RK1 b - - 2 34,h8f8
4kb1r/p1Nr2pp/2Q1pnn1/4p3/3P3q/4B3/PPP2PPP/R4RK1 b k - 0 15,e8f7
5R2/1R5k/4p1p1/5r2/6K1/8/7r/8 b - - 1 48,h7h6
5q2/3k2p1/pr2p1R1/3pBn2/p2P2Q1/r1P5/1P3P2/KR6 w - - 0 38,b2a3
3q1rk1/2p2p1p/rp1b1n2/3p1N1Q/5P2/4P3/PB1P2PP/R4RK1 b - - 4 20,f6h5
6k1/p6p/1p4p1/2p3Q1/P2bR3/3P1bP1/6rP/1R4K1 w - - 3 39,g1f1
r1bq2nr/pppnbkpp/3pN3/6P1/4PP2/2N4P/PPP5/R1BQK2R b KQ - 1 13,f7e6
8/6p1/6p1/pR6/P2kNp2/1P3P1P/6PK/1r2b3 w - - 15 52,e4g5
r2q2k1/6pp/p1n1b3/1p2pp2/1P1b4/P1NB1P2/1BP3Pr/1R1Q1R1K w - - 0 22,h1h2
r4rk1/ppp2p1p/2p2Qp1/3P4/1PP1p3/4PbPq/P4P1P/R1B2RK1 w - - 3 19,f6h4
1k1r3r/ppp2ppp/6bb/8/Q1BPq1P1/2P4P/PP1N1P2/2KR3R w - - 3 17,h1e1
r3qr2/p1pp3k/1p2p3/6Np/2Pb1P2/P5P1/1PQ5/2K2R2 b - - 1 26,h7h6
2r3k1/5pbp/6p1/1p2P3/1P1Q1P2/p3R3/P5PP/K1qR4 w - - 2 33,d1c1
r2q1r1k/ppp1n1p1/3p3p/4p1N1/PPB1P3/2P4P/5PP1/R2QR1K1 b - - 0 16,h6g5
r2qk2r/pb2bpQp/1p2p3/1Npn2N1/5B2/8/PPP2PPP/R4RK1 b kq - 0 16,e7f6
N1b2knr/1p2pp1p/p2p2p1/8/2PbP3/5P2/q5PP/1R1QKB1R w K - 0 14,b1c1
r2r3k/1R3Qpp/p7/3p1p2/2p2q2/P4NPP/1R3P1K/8 b - - 0 37,f4f3
1k1rr3/p2bq3/Q6R/2p3p1/1p1nB1n1/6P1/PPPN4/1NK1R3 b - - 0 27,g4h6
8/p5k1/n2p1b2/2pPpQ1p/B1P1Pp1p/P4PqN/6PK/1r3N2 w - - 34 51,f1g3
5r2/b1p2k2/p1p1bn2/2Pp1p2/1P1Pp2q/PQ2P3/4N1RP/1RB3K1 w - - 0 26,e2f4
1r1Q2k1/1p3p1p/5p1B/4b3/P3P3/7P/b1P2PP1/3R2K1 b - - 4 29,b8d8
1Q6/7p/2K1pkp1/8/2p2P2/2P3P1/p6P/8 b - - 0 42,a2a1q
2r4k/5p1p/6pb/1N1R1p2/4n3/pP4P1/P3RP2/1K6 w - - 8 43,d5d3
6k1/8/1p3K2/p2BPP2/5b2/4r3/7R/8 b - - 4 46,g8f8
8/1R6/4pk2/p4b2/2BP4/1PK5/r7/8 w - - 0 53,b7a7
k1r4r/pp4p1/8/1q6/2nQ4/P3B3/2PR1P1P/2K3R1 b - - 1 34,c4d2
2kr1b1r/3p1pp1/p2P1n2/1pP1P1p1/8/2N2B1q/1P3Pb1/R1BQ1RK1 w - - 0 18,f3g2
8/8/3kp1p1/1p3p1p/2p1KPPP/2Pr4/1P4R1/8 w - - 0 44,g4f5
r1bqk2r/ppp2p2/3p4/4p2p/2BbP1np/4NQB1/PPP2PP1/R4RK1 b kq - 1 15,h4g3
8/2p2kp1/3p1p1r/3P1P2/R1P1PK2/2r2N1p/7R/8 w - - 8 42,f3d2
r2q1rk1/pppb2pp/4p1p1/6B1/1b2n2Q/3P2P1/PP2PP1P/R4KNR w - - 0 14,g5d8
6k1/3p1rR1/p4P2/4q3/1p4Q1/4bP2/PPP3KP/8 b - - 0 34,g8f8
7k/1Bp3pp/3p4/p3p3/2P4b/PP1bP3/1B1Q1KPP/1q6 w - - 6 29,g2g3
2k2r1r/1pp2R2/pn2p3/2q5/2PnNQ1p/1P6/P5PP/4R2K b - - 3 26,c5b4
1nk3rr/ppp1nN1p/6q1/1P1ppb2/8/P3P2P/3NBPP1/R2Q1RK1 w - - 3 18,f7h8
r4r1k/pQpb2pp/8/3P1pq1/4p2n/2N1P3/PP2BPPP/R4R1K w - - 3 18,b7c7
r4knr/pb3ppp/3q4/2BpN2n/8/2PB4/P1P2PPP/R3R1K1 b - - 0 15,d6c5
3Q4/p3r1k1/1p1R4/2p3p1/6P1/5P1K/P5P1/4q3 w - - 2 49,d6d1
6k1/R4p2/6P1/3R3p/7P/pr6/2r3PK/8 b - - 0 39,f7g6
r3k1nr/pbpp1Qp1/2p5/b3P1qp/2BP4/2P5/PP3PPP/RN3RK1 b kq - 0 12,e8d8
2r1n1k1/5p1p/p3pPp1/1p6/3r1QP1/P7/1PP3qP/2KR1R2 w - - 0 26,f4d4
6k1/Qp3pb1/7p/3P2p1/2P2n2/4rNq1/PP1N2P1/5R1K w - - 5 35,a7e3
2R1b2k/p6p/1n3p2/3p1N2/3q3P/8/5nPK/5r2 b - - 1 38,d4d3
7r/1Q6/1p1p1k2/2pPp1p1/P3P3/5q2/1PP3R1/6K1 w - - 2 37,g2f2
r4rk1/pp1n1ppp/2p2q2/3nb3/4Q3/2PB3P/PP1N1PP1/R1B1R1K1 b - - 6 14,a8e8
rb3rk1/5ppp/p3pnb1/3pN3/3P2P1/4BP1P/q7/2RQNRK1 w - - 1 23,e5g6
r1b1nr1k/1p1p2p1/p1n3Bp/4P2Q/1b6/2N5/PP4PP/R1BR1q1K w - - 2 18,d1f1
1k6/p3N3/1p3p2/6pp/1R6/5PKP/2rr4/1R6 w - - 2 32,e7f5
4r1k1/2q2ppp/p4n2/1pp5/1P1p1Q2/P2P1b2/2P2PPP/R1B3K1 w - - 0 20,f4c7
2Q5/8/4kp1p/2p1p2K/4q2P/1P6/8/8 b - - 9 56,e6d5
rn2kb1r/ppQ1pppp/5n2/8/4q1b1/8/PPPPNPPP/RNB1KB1R b KQkq - 2 6,g4e2
rn1qkbnr/p2bpppp/8/2p5/p1BN4/4PQ2/1P1P1PPP/RNB1K2R b KQkq - 1 7,c5d4
r4r1k/pp1nNppp/8/2P2b2/3n4/6B1/1P3PPP/R3KB1R w KQ - 2 18,e1c1
3r2k1/1P4n1/3q2Q1/p3b3/2B1P3/P4P1b/7P/1R4K1 b - - 1 45,g8f8
r2qkbnr/pp1npppp/2p5/5b2/4N3/6P1/PPPPQPBP/R1B1K1NR b KQkq - 4 6,g8f6
4r3/pp4k1/4b3/2Qp2r1/8/8/P4P2/3R1K2 w - - 3 32,c5a7
4rrk1/5p1p/5QpB/1pqpP3/n7/2P5/6PP/2R2R1K b - - 5 34,e8e6
2Q5/p5pk/3NR1n1/8/7p/2P4P/r4bP1/2q3BK w - - 2 34,e6g6
r3k2r/pp3pp1/3qp1p1/3p4/3P2P1/8/PPnB1PBP/3Q1RK1 w kq - 0 17,d1c2
6qk/1p2Rr1p/p1bp4/2P5/PP3n1Q/6P1/5P1P/5RK1 w - - 1 30,e7f7
8/p7/8/2R5/3pk3/1K1N1p2/PPP1rPr1/8 b - - 0 47,g2g7
r2q1rk1/ppp2pp1/2n3b1/3p2N1/3Pn2Q/7R/P4PPP/R1B3K1 b - - 9 17,e4g5
k7/3R1p2/PK6/8/8/8/5p2/8 b - - 0 67,f2f1q
1r3r1k/5Rp1/2q1pN1Q/4P1N1/1ppn3P/6P1/5P2/6KR b - - 0 35,g7h6
1r1q4/3r2p1/3Q1nn1/1b1PN1k1/4PpPp/1P3P1P/2R3B1/2RN3K b - - 0 38,d7d6
r4rk1/p4p1p/2Nqp3/8/B1P3pn/4BnP1/PP3PKP/3R1Q2 w - - 8 24,g3h4
8/1PQ3pk/7p/5p2/8/5PP1/4p1KP/1q6 w - - 0 39,b7b8q
2r2r1k/1b2b2p/4p1Q1/p2nP2N/3P4/2p4R/1q3BPP/4R2K b - - 0 33,b2f2
7R/8/4p3/6pP/3B1n1k/2P2P2/r4K1P/8 w - - 3 42,f2e3
rn4k1/p4ppp/1ppb4/4r1q1/N1P5/1Q3B2/PP3PPP/3RR1K1 w - - 2 18,d1d6
r1bq3k/pp2nQp1/2np3B/8/3b4/3B4/PP3PPP/RN3RK1 b - - 0 15,g7h6
rn2k3/1b1p1pp1/pp2p1r1/3P3p/2P1N3/4PNbq/PP2BK2/R2Q1R2 w q - 7 20,e4g3
5k2/1p1Q1pp1/p3p2p/3p4/1P6/n3P1P1/5PKP/2q2B2 b - - 1 28,a3c2
7k/6p1/p3b3/1p6/3pB3/P2P4/1PP1q3/5RK1 b - - 5 35,e6h3
r1b2rk1/ppp2p1p/2pb2p1/5P2/4Pq2/2PP1N1P/PP3QP1/RN3RK1 w - - 1 17,f3h4
6k1/3n1p1p/p2Pp1pB/Pq6/7P/1pQ5/1P3PP1/6K1 b - - 2 29,b5c5
5r1k/1b2Q1p1/5p1p/8/5q2/p5RP/4R1PK/r3B3 b - - 1 38,f8b8
r4rk1/ppp2pp1/3p2np/4p3/2B1P1q1/P2PB3/1PPQ1P2/R4R1K w - - 2 17,f1g1
1q5k/p3Q2p/1p3Bp1/2p1b3/2B1b3/P1P4P/6P1/6K1 b - - 7 30,e5f6
r1bk1r2/2pp1Np1/p6p/1p1P1n2/8/2N5/P1PKRPPP/4R3 b - - 3 21,f8f7
r1bq1rkn/1p1pbpp1/p1n1p2p/4P1N1/7P/2NQ2B1/PPP2PP1/R3KB1R b KQ - 0 12,c6b4
5rk1/p1p3pp/6b1/3pq1N1/6Q1/1B5P/PP4P1/3R1r1K w - - 6 29,d1f1
r1bq1r2/pp2npp1/4N1k1/3pP3/1b1n2Q1/2N5/PP3PPP/R1B1K2R b KQ - 0 12,g6h7
r6k/pp4bp/2p3p1/3p4/4p2q/1P2P2P/PBP1N3/1K3Q2 b - - 2 28,a8f8
8/8/7k/2p2pp1/2Pb4/1P1K1B1P/P1Q3P1/q7 w - - 0 67,c2e2
3R4/k7/1pp5/5P2/1P4B1/P3r1PP/2r4K/8 w - - 1 51,h2g1
6k1/5pp1/q2p3p/1p2b3/8/3QR1P1/2P2P1P/r4NK1 b - - 0 42,e5f6
r1b2rk1/1pp2ppp/p1p5/2b5/3qP1n1/2NP3P/PPP2PP1/R1BQK2R w KQ - 0 10,h3g4
1r3r1k/3p1pp1/p3pN1p/n3P2P/2P1Q3/qp6/1R3PP1/1KR5 b - - 0 29,b8b4
r2q1rk1/1b1nbp2/p1p1pnB1/1p4P1/2PP4/4BPN1/PPQ3P1/R3K2R b KQ - 0 15,f7g6
4k3/1p4pp/p2Bpn2/8/3Kp3/1Pn1P1P1/P2R1PBP/2r5 w - - 0 31,d6e5
1k4r1/p2P3R/1p2pn1p/3q1p2/1P3R2/4P3/P5P1/4Q1K1 w - - 1 32,f4d4
r1bqr1k1/pp3pp1/7p/3P4/1nP5/2Q5/PB3PPP/R4RK1 b - - 2 18,a7a5
3r2kb/pp3r2/2p3QP/8/1BPpp3/P3Pq2/1P6/3R2K1 b - - 0 30,f7g7
r1b1k2r/pp1p1ppp/1q2p3/8/4P1n1/2N5/PPQN1bPP/R1BK1B1R w kq - 2 11,f1e2
r1b2rk1/p2n1pb1/2p1p1p1/2p1P1N1/3p4/3P1Q2/P1P2PP1/q1BK3R b - - 1 17,f8d8
r1b2rk1/p5R1/3pppp1/8/1p1BPPq1/8/PPP4Q/2K4R b - - 0 27,g8g7
5bnr/ppk3pp/2b2p2/Q3p3/8/5N2/P1P2PPP/qN3RK1 b - - 1 14,c7b8
3R1rk1/1b4p1/p3p3/8/5r2/2P5/P2Q2PP/3R1qK1 w - - 2 29,d1f1
r4rQk/p3R1pp/1p5N/2p3Pn/8/2q4P/P4P2/4R1K1 b - - 4 27,f8g8
6k1/2R5/1P5p/p7/r7/5pP1/4bBKP/8 w - - 0 49,g2h3
8/4PQpk/7p/P1p1q2K/3p2PP/8/8/8 w - - 1 46,f7f5
4rrk1/5ppp/p1p5/q2pB3/1b1Pp1Q1/4P3/PP3PPP/R4RK1 b - - 3 17,f7f5
r1b1k2r/pNp1nppp/1q6/5n2/8/2P1B1P1/PP3PBP/R2QK2R b KQkq - 0 12,f5e3
rnb1k3/pp3p1p/2p2p2/3Pp3/4P3/3Bq3/P1P1N1rP/R2Q1K1R w q - 0 15,f1g2
2r2r1k/1p2R1p1/1qp1BnQp/p2p4/Pn5P/8/1P3PP1/5RK1 b - - 10 38,c8c7
8/6p1/2R2pk1/3p2rp/1P6/2N2P1n/P1P2P1P/7K w - - 1 27,c3e2
6k1/Q7/3pp1pp/2p5/3br2q/6P1/6P1/1R3R1K w - - 1 34,g3h4
1k3Q2/1pp5/1q6/5r1p/1p4rP/3PRQp1/2P3P1/R5K1 b - - 0 38,f5f8
r3kb1r/1p1npppp/p2p4/q7/2PnP3/8/PP3PPP/RNBQR1K1 w kq - 0 11,d1d4
rn1qk2r/1p3pbp/p3p1p1/3pB1N1/5Q2/7P/PPP2PP1/R3K2R b KQkq - 0 16,g7e5
8/7p/6p1/5p2/rr1pp3/k5P1/3K1P1P/R1R5 b - - 3 40,a3b2
r3k2r/3n1ppp/1p1Bp3/pP1bP1q1/P7/8/4NPPP/R2Q1RK1 w kq - 2 21,d1d4
4r1k1/p2bBp2/3PpQp1/q2p2Pp/3P1P1P/1r2R3/1PP5/2K5 w - - 0 30,e3b3
8/5pk1/8/7p/4QR2/4p1P1/q5K1/8 w - - 2 53,g2f3
8/8/1p2Rp2/p1kB1Kp1/2Pb2P1/PP5r/8/8 b - - 2 33,h3b3
4rrk1/1b4pp/p1q1p3/8/2p5/1PP1B3/P4PPP/1R2QRK1 w - - 3 21,b3c4
2k3R1/pp2r3/2p1N3/3p4/3P1N2/8/PPPn1r2/2K5 b - - 1 32,c8d7
3n4/1p3k2/p1bQp3/2P2p2/1P3P2/P1q5/6pP/3R2K1 w - - 2 33,d6d8
r6k/pp4pp/2bq1r1P/4N1Q1/3pP3/P2n4/6P1/1RR3K1 b - - 0 27,d3e5
2b5/2p3p1/p1p5/1p5p/1P2NP2/6Pk/1PP4P/6K1 b - - 1 29,h5h4
r4rk1/1pp2pp1/1p1p2qp/4p3/4P1b1/P1P2N2/1P2BP2/R2QR1K1 w - - 3 18,g1f1
2r5/8/p5pp/1p3R1k/2B1p1nP/1P4P1/P1P5/2K5 b - - 1 36,g6f5
r5k1/ppqbb1pp/2n1p3/3p4/1P4n1/2P1Br1P/P2NBPP1/2RQ1RK1 w - - 0 15,e2f3
r3r2k/p2nBQp1/2p1Nn1p/1p1q4/2pPb3/8/PP3PPP/3RKB1R b K - 0 18,e4g2
8/5p2/4bbpp/3k4/BB2pK2/4P2P/5PP1/8 w - - 4 48,b4f8
7r/8/1p1R1k2/p1p2Bp1/2Pp2K1/1P2b3/P7/8 b - - 7 47,f6e5
r4r1k/p3n1bp/qp2B1p1/4p3/3pPP2/P5Q1/1P4PP/R1B2RK1 w - - 0 25,f4e5
8/2p2kp1/3p1p2/1P1P1P2/2P3P1/1N2p1R1/r5n1/3K4 w - - 0 39,b3c1
r2qkb1r/1pp1npp1/2npb2p/p2N4/2P5/P3PNBP/1P2BPP1/2RQ1RK1 b kq - 4 14,g7g6
1r3b2/2n1p1k1/3p1nQ1/2pP2NB/8/2q5/6PP/4R1K1 b - - 0 29,g7h8
5bk1/p6p/4pQp1/4B3/2q2P2/7P/6PK/8 b - - 3 39,c4e4
rn1R1b1r/ppp2ppp/2k2P2/8/2P5/3BBP2/Pp5P/1K4Nb b - - 1 14,g7f6
r1b1kr2/pp1p2qp/2n1p1p1/1N4B1/2BbP2P/1Q6/P4PP1/5RK1 b q - 7 18,d4b6
6k1/1p6/p2Qppp1/8/q4BP1/5P2/PKr5/3R3R w - - 1 26,b2b1
r4rk1/pR1n1pp1/2p2n1p/3p1P2/8/q1B3Q1/P1P1BPPP/4R1K1 b - - 0 17,f6e4
r1b1k2r/pp3ppp/8/2b5/1n2n3/5NP1/PP2PP1P/1RBNKB1R w Kkq - 0 11,c1e3
r4rk1/5pp1/2p2Q2/3P1b1p/2n2P2/1P2B3/5P1P/q1KR2R1 w - - 1 25,f6a1
1r2r1k1/pn3pp1/8/b2Bp2Q/4bq2/3P4/PPN2P2/1K4RR b - - 1 28,e4d5
5r1k/2Q1p1b1/p7/3p3p/3P4/1PPq1r2/P2N1p1P/3R1R1K w - - 3 28,d2f3
r1b1k2r/pppp2p1/8/1B2p2p/3bP1n1/2N3qP/PPP1QPP1/R1B2RK1 w kq - 0 14,c1e3
8/3P3p/6pk/p1p5/6Pb/PQ6/1P1p1qKP/3B4 w - - 10 49,g2h1
r4r1k/ppqnR1pp/2p5/3p4/2PP2Q1/1B5P/PP1b1PP1/5RK1 b - - 1 18,d7f6
1R6/3Nnkp1/pp3r1p/3ppp1P/8/P3P3/1P3PP1/6K1 b - - 1 30,f6e6
r1bq2kr/1pp1n1pp/1p1p4/3P2NQ/2n1PP2/8/PP4PP/R1B2RK1 b - - 2 15,h7h6
r3kbnr/1b1p2pp/pp1Pp3/2p1B1q1/8/2PB4/PP3PPP/RN1Q1RK1 w kq - 1 13,f2f4
2r3k1/5ppp/b3pP2/1QR5/8/1P3P2/q2rN1PP/4R2K b - - 0 26,c8c5
6k1/p6p/2p3p1/2P5/Q1Pr4/7n/P5PP/5RqK w - - 8 29,f1g1
8/8/6p1/4N2k/5p2/8/rr3pK1/5R2 b - - 7 65,g6g5
2r1kr2/1p1n2pp/p2Q1b2/4p3/q7/2P1B2P/1P3PP1/3RR1K1 b - - 3 21,c8c6
8/1p3p2/2p4p/1r6/3R4/k3r3/2K5/3R4 b - - 3 45,c6c5
r2qk1nr/ppp2ppp/2n5/4P3/1bP2Bb1/4P3/PP1N2PP/R2QKBNR w KQkq - 1 8,d1g4
6rk/pp3p1b/4p3/4P1qP/3P4/4Q3/Pr3PB1/3R2RK w - - 0 29,g2f3
r3R1k1/pp3pp1/3p1r1p/2pP4/2P5/1PPQ4/q5PP/4R1K1 b - - 1 26,a8e8
4Rr1k/pp4pp/2p2N2/5p2/6Q1/2PP4/5PPP/1q4K1 w - - 1 27,e8e1
r1bq1rnk/pp1n2bp/3p2P1/2pPp3/2P1Pp2/2N1BP2/PP1QBNP1/2KR3R b - - 0 15,f4e3
r1b1r1k1/2p2ppp/2pq4/p2pp3/5P1N/bP2P1QP/PBPP2P1/2KR3R b - - 0 16,e5e4
rn1qk2r/pbp3p1/1p2Qn1p/8/8/3P1N2/PPP3PP/RN2R1K1 b kq - 0 14,d8e7
3R4/p4pkp/2p1bnp1/4p2P/q5P1/1P2pP2/P1P1N3/K4B1R b - - 0 21,a4a5
7k/2p1p3/p1P2p2/1p1P2p1/1P2P1nq/8/P3Q1P1/5RK1 w - - 6 46,e2f3
r4r1k/5p2/2Q4p/2p5/p1q4P/2N5/PPP5/1K4R1 b - - 3 27,c4d4
rnQ2b1r/p3pkpp/4p3/8/8/5Nn1/PB1P1PPP/R4qKR w - - 13 17,a1f1
2r1kb1r/1bqp1ppp/4p3/p7/NP1NP1n1/P2QB3/2P2PPP/R4RK1 w k - 4 17,d4b5
